,Number_of_Pitches,Number_of_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Mean_Pitch,Mean_Pitch_Class,Pitch_Variability,Pitch_Class_Variability,Pitch_Skewness,Pitch_Class_Skewness,Average_Number_of_Simultaneous_Pitch_Classes,Variability_of_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Variability_of_Number_of_Simultaneous_Pitches,Most_Common_Vertical_Interval,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Vertical_Octaves,Perfect_Vertical_Intervals,Vertical_Dissonance_Ratio,Vertical_Minor_Third_Prevalence,Vertical_Major_Third_Prevalence,Chord_Duration,Standard_Triads,Diminished_and_Augmented_Triads,Non-Standard_Chords,Initial_Time_Signature_0,Initial_Time_Signature_1,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Mean_Rhythmic_Value,Number_of_Pitched_Instruments
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1799.mid",22.0, 9.0, 29.0, 0.1585, 0.8415, 0.0, 60.0, 5.709, 6.38, 3.519, 0.06686, -1.101, 2.59, 0.6132, 3.149, 0.8221, 4.0, 0.009828, 0.3104, 0.009009, 0.1298, 0.1724, 0.1638, 0.02293, 0.1671, 0.4693, 0.0599, 0.3963, 0.5137, 0.7784, 0.4794, 0.009494, 0.1203, 2.0, 2.0, 1.0, 429.0, 2.616, 8.0, 8.0, 0.01632, 0.2821, 0.9324, 0.2331, 0.004662, 0.09324, 1.213, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1800.mid",20.0, 10.0, 26.0, 0.2132, 0.7868, 0.0, 60.0, 4.702, 6.337, 3.476, 0.1251, -0.2573, 2.586, 0.6002, 3.222, 0.8005, 4.0, 0.0, 0.3548, 0.01194, 0.1001, 0.1967, 0.1326, 0.01728, 0.1694, 0.4662, 0.04861, 0.4498, 0.5306, 0.9205, 0.507, 0.03201, 0.1268, 2.0, 2.0, 1.0, 530.0, 2.598, 10.0, 11.0, 0.09623, 0.1792, 0.8679, 0.2887, 0.003774, 0.04906, 1.247, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1801.mid",23.0, 10.0, 29.0, 0.1864, 0.8136, 0.0, 59.0, 5.454, 6.715, 3.528, -0.1408, -0.4641, 2.688, 0.5487, 3.478, 0.7017, 4.0, 0.001355, 0.3562, 0.005872, 0.09967, 0.2179, 0.1123, 0.01423, 0.1784, 0.496, 0.03676, 0.5034, 0.6564, 0.9466, 0.5769, 0.01461, 0.09395, 2.0, 2.0, 1.0, 676.0, 2.77, 7.0, 8.0, 0.04142, 0.1908, 0.9038, 0.2737, 0.0, 0.07692, 1.254, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1802.mid",21.0, 8.0, 31.0, 0.2026, 0.7908, 0.006536, 59.0, 5.569, 6.98, 3.59, -0.2697, -0.3605, 2.532, 0.6377, 3.367, 1.041, 0.0, 4.975E-4, 0.3313, 0.004975, 0.07761, 0.2035, 0.1284, 0.0194, 0.2179, 0.499, 0.04307, 0.4617, 0.5788, 0.8999, 0.5215, 0.0, 0.08373, 2.0, 2.0, 1.0, 306.0, 2.732, 8.0, 8.0, 0.07843, 0.1667, 0.8562, 0.1667, 0.01634, 0.09804, 1.224, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1810.mid",26.0, 10.0, 34.0, 0.2671, 0.7143, 0.01857, 59.0, 5.244, 7.25, 3.423, -0.2205, 0.2141, 1.992, 0.6793, 2.161, 0.7571, 4.0, 0.002497, 0.372, 0.01748, 0.06742, 0.186, 0.1673, 0.0362, 0.1124, 0.3658, 0.1048, 0.2231, 0.3029, 0.986, 0.2112, 0.0125, 0.07125, 2.0, 2.0, 1.0, 700.0, 1.346, 8.0, 8.0, 0.0, 0.3686, 0.7943, 0.4086, 0.03286, 0.09714, 1.645, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1811.mid",30.0, 11.0, 36.0, 0.2415, 0.7245, 0.03399, 60.0, 5.445, 7.997, 3.414, 0.009395, -0.4873, 2.271, 0.6502, 2.651, 0.8105, 7.0, 0.004256, 0.3013, 0.02412, 0.06952, 0.1764, 0.1856, 0.04942, 0.1603, 0.4062, 0.1197, 0.3536, 0.2875, 0.5881, 0.2406, 0.03757, 0.1463, 2.0, 2.0, 1.0, 1118.0, 2.662, 8.0, 9.0, 0.2057, 0.4186, 0.7496, 0.1583, 0.003578, 0.07245, 0.9998, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1812.mid",26.0, 9.0, 36.0, 0.2681, 0.7075, 0.02448, 59.0, 5.286, 7.571, 3.436, -0.1926, 0.2501, 2.002, 0.6976, 2.22, 0.8946, 4.0, 0.002619, 0.351, 0.011, 0.07255, 0.2082, 0.1514, 0.03693, 0.1341, 0.4149, 0.09023, 0.2132, 0.3125, 0.872, 0.245, 0.004828, 0.06397, 2.0, 2.0, 1.0, 817.0, 1.502, 9.0, 10.0, 0.1077, 0.4296, 0.7062, 0.3733, 0.02815, 0.09425, 1.508, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1813.mid",32.0, 11.0, 34.0, 0.1709, 0.7899, 0.03923, 61.0, 5.592, 7.286, 3.445, -0.3868, 0.5159, 2.594, 0.6105, 3.144, 0.8354, 7.0, 0.002746, 0.3673, 0.01535, 0.07262, 0.2128, 0.1366, 0.02641, 0.1515, 0.4401, 0.05939, 0.5193, 0.5329, 1.203, 0.4774, 0.0282, 0.1335, 2.0, 2.0, 1.0, 1504.0, 1.816, 8.0, 8.0, 0.03457, 0.1848, 0.8364, 0.5811, 0.00266, 0.03989, 1.739, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1814.mid",29.0, 10.0, 36.0, 0.2099, 0.6261, 0.164, 63.0, 5.6, 9.796, 3.471, -1.051, -0.346, 1.124, 0.3291, 1.142, 0.349, 7.0, 0.0, 0.1529, 0.0, 0.1412, 0.1765, 0.1882, 0.09412, 0.1294, 0.4471, 0.2687, 0.01836, 0.003339, 0.537, 0.0, 0.0, 0.0, 2.0, 2.0, 1.0, 567.0, 1.887, 6.0, 5.0, 0.0, 0.94, 0.9753, 0.02646, 0.0, 0.001764, 0.6041, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\18243.mid",26.0, 10.0, 32.0, 0.2794, 0.6991, 0.02149, 58.0, 5.394, 8.082, 3.518, -0.3965, -0.5164, 2.087, 0.678, 2.419, 0.7954, 7.0, 0.0132, 0.2503, 0.01745, 0.06684, 0.2252, 0.1618, 0.05109, 0.1703, 0.4623, 0.1436, 0.2145, 0.2215, 0.4864, 0.1749, 0.00733, 0.1183, 4.0, 4.0, 2.0, 791.0, 2.681, 8.0, 9.0, 0.3843, 0.6182, 0.555, 0.1732, 0.01517, 0.08217, 0.8992, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\18244.mid",32.0, 11.0, 36.0, 0.2007, 0.7414, 0.05788, 60.0, 5.239, 8.121, 3.5, -0.3758, 0.2048, 1.944, 0.6883, 2.215, 0.8491, 7.0, 0.004502, 0.2741, 0.01463, 0.05965, 0.1835, 0.202, 0.04952, 0.1711, 0.4153, 0.1218, 0.2115, 0.2048, 0.8728, 0.166, 0.007782, 0.09598, 2.0, 2.0, 1.0, 812.0, 1.562, 8.0, 8.0, 0.0, 0.3682, 0.8584, 0.2882, 0.02833, 0.07389, 1.431, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\18278.mid",32.0, 11.0, 34.0, 0.171, 0.7891, 0.03992, 61.0, 5.585, 7.287, 3.448, -0.3843, 0.5094, 2.586, 0.6157, 3.136, 0.8453, 7.0, 0.002755, 0.369, 0.0141, 0.07164, 0.2144, 0.1344, 0.02658, 0.1524, 0.4413, 0.0585, 0.5151, 0.5302, 1.201, 0.4724, 0.02764, 0.1338, 2.0, 2.0, 1.0, 1503.0, 1.815, 8.0, 8.0, 0.0346, 0.1843, 0.8383, 0.5808, 0.002661, 0.03925, 1.736, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\18280.mid",24.0, 10.0, 29.0, 0.2, 0.8, 0.0, 60.0, 5.397, 6.743, 3.612, 0.1414, 0.3296, 2.735, 0.558, 3.291, 0.7769, 3.0, 0.002944, 0.3852, 0.01556, 0.07738, 0.1846, 0.169, 0.01892, 0.1375, 0.3995, 0.0485, 0.6233, 0.5719, 0.974, 0.606, 0.03503, 0.1191, 2.0, 2.0, 1.0, 645.0, 2.209, 6.0, 6.0, 0.0, 0.1829, 0.9023, 0.3984, 0.0, 0.07287, 1.49, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1836.mid",23.0, 9.0, 31.0, 0.1036, 0.8714, 0.025, 62.0, 5.654, 6.544, 3.422, -0.2767, -1.18, 1.995, 0.5208, 2.207, 0.5921, 0.0, 0.0365, 0.3025, 0.02271, 0.06164, 0.1087, 0.1403, 0.08597, 0.146, 0.3682, 0.233, 0.2394, 0.2061, 1.084, 0.02769, 0.003077, 0.1169, 2.0, 2.0, 1.0, 560.0, 1.489, 7.0, 6.0, 0.0, 0.03571, 0.8821, 0.2911, 0.02321, 0.03929, 1.539, 2.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\18950.mid",24.0, 11.0, 31.0, 0.1674, 0.8258, 0.006787, 61.0, 4.597, 6.643, 3.343, -0.3228, -0.3614, 2.647, 0.6117, 3.263, 0.765, 7.0, 0.001637, 0.3786, 0.008183, 0.08947, 0.1986, 0.1187, 0.02673, 0.1634, 0.4514, 0.05405, 0.5674, 0.5609, 0.7797, 0.5434, 0.00451, 0.115, 2.0, 2.0, 1.0, 884.0, 3.843, 8.0, 8.0, 0.00905, 0.4921, 0.9796, 0.05543, 0.005656, 0.03846, 0.8507, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\3604.mid",20.0, 9.0, 29.0, 0.1727, 0.8273, 0.0, 61.0, 5.682, 6.796, 3.291, -0.4294, -1.201, 2.201, 0.7327, 2.712, 0.5538, 0.0, 0.0, 0.2553, 0.004433, 0.05319, 0.2163, 0.141, 0.03457, 0.2544, 0.5293, 0.08046, 0.3009, 0.2721, 0.589, 0.3252, 0.01084, 0.1409, 2.0, 2.0, 1.0, 660.0, 2.75, 7.0, 8.0, 0.2788, 0.5091, 0.697, 0.2061, 0.0, 0.03333, 0.9356, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4288.mid",23.0, 9.0, 31.0, 0.1036, 0.8714, 0.025, 62.0, 5.654, 6.544, 3.422, -0.2767, -1.18, 1.989, 0.5244, 2.212, 0.5933, 0.0, 0.03614, 0.2996, 0.02249, 0.06104, 0.1076, 0.139, 0.08514, 0.1542, 0.3743, 0.2302, 0.2381, 0.205, 1.09, 0.02769, 0.003077, 0.1169, 2.0, 2.0, 1.0, 560.0, 1.481, 7.0, 6.0, 0.0, 0.03571, 0.8821, 0.2911, 0.02857, 0.04464, 1.55, 2.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4289.mid",23.0, 10.0, 31.0, 0.1818, 0.8139, 0.004329, 59.0, 5.411, 7.093, 3.459, -0.08423, -1.378, 2.613, 0.5919, 3.25, 0.9113, 7.0, 0.001462, 0.3129, 0.006579, 0.1199, 0.2113, 0.1257, 0.0212, 0.1762, 0.5073, 0.05719, 0.4464, 0.5119, 0.7542, 0.4485, 0.02727, 0.1212, 2.0, 2.0, 1.0, 231.0, 2.75, 7.0, 8.0, 0.07359, 0.2597, 0.8918, 0.2468, 0.0, 0.05628, 1.183, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4290.mid",19.0, 10.0, 26.0, 0.2016, 0.7984, 0.0, 58.0, 5.435, 6.961, 3.345, -0.4518, -1.403, 2.755, 0.633, 3.716, 1.051, 0.0, 0.0, 0.2592, 0.007005, 0.1226, 0.2102, 0.1313, 0.02977, 0.2154, 0.5482, 0.0653, 0.5098, 0.6275, 0.9974, 0.602, 0.02041, 0.1224, 3.0, 2.0, 2.0, 124.0, 2.431, 6.0, 6.0, 0.0, 0.2258, 0.8468, 0.4274, 0.0, 0.2661, 1.548, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4292.mid",20.0, 8.0, 29.0, 0.25, 0.75, 0.0, 58.0, 5.362, 6.935, 3.533, -0.2325, -0.5413, 2.182, 0.6974, 2.506, 0.9345, 7.0, 0.0, 0.2905, 0.00838, 0.09218, 0.1983, 0.1927, 0.05028, 0.1592, 0.4497, 0.07186, 0.2532, 0.3182, 1.653, 0.2366, 0.0229, 0.1145, 2.0, 2.0, 1.0, 160.0, 1.039, 5.0, 5.0, 0.0, 0.0, 0.7, 0.8188, 0.0375, 0.1187, 2.413, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4296.mid",28.0, 11.0, 34.0, 0.3051, 0.6686, 0.02637, 58.0, 5.308, 8.096, 3.514, 0.2897, 0.2629, 2.403, 0.6858, 2.874, 0.9949, 3.0, 0.009879, 0.3388, 0.01769, 0.08843, 0.1708, 0.1593, 0.03553, 0.1562, 0.4154, 0.09471, 0.4629, 0.341, 0.5909, 0.3677, 0.02902, 0.1373, 2.0, 2.0, 1.0, 1403.0, 2.852, 9.0, 8.0, 0.129, 0.4505, 0.8503, 0.206, 0.001426, 0.06557, 1.011, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4297.mid",23.0, 10.0, 29.0, 0.2012, 0.7988, 0.0, 59.0, 5.668, 6.684, 3.562, -0.1761, 0.5626, 2.716, 0.6028, 3.265, 0.8553, 7.0, 0.003801, 0.3362, 0.004492, 0.09813, 0.2046, 0.1776, 0.02211, 0.1413, 0.444, 0.04401, 0.6138, 0.4888, 0.8215, 0.5725, 0.007174, 0.08752, 2.0, 2.0, 1.0, 497.0, 2.792, 7.0, 7.0, 0.07243, 0.2072, 0.8974, 0.2314, 0.0, 0.04628, 1.172, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4301.mid",23.0, 8.0, 34.0, 0.2419, 0.7437, 0.01444, 60.0, 4.91, 7.054, 3.416, 0.04299, -0.07926, 2.238, 0.6946, 2.579, 0.881, 4.0, 0.0, 0.3457, 0.0191, 0.06686, 0.1977, 0.1777, 0.02674, 0.1461, 0.4107, 0.07055, 0.2454, 0.463, 0.6441, 0.3288, 0.02695, 0.1024, 2.0, 2.0, 1.0, 277.0, 2.565, 8.0, 8.0, 0.213, 0.4332, 0.7437, 0.1697, 0.01444, 0.06137, 1.012, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4303.mid",30.0, 11.0, 34.0, 0.2648, 0.717, 0.01823, 58.0, 5.374, 7.611, 3.502, -0.008553, 0.3205, 2.434, 0.7252, 2.96, 1.072, 7.0, 0.01144, 0.3248, 0.01471, 0.1035, 0.1645, 0.1663, 0.02687, 0.1623, 0.431, 0.08447, 0.4356, 0.4148, 0.5911, 0.4065, 0.02321, 0.1259, 4.0, 4.0, 2.0, 1152.0, 2.824, 8.0, 9.0, 0.1762, 0.3741, 0.8021, 0.1684, 0.006076, 0.1085, 1.023, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4305.mid",25.0, 9.0, 36.0, 0.2843, 0.6821, 0.0336, 59.0, 5.394, 8.263, 3.745, 0.03757, -0.4856, 2.437, 0.7647, 2.922, 1.075, 7.0, 0.007916, 0.2974, 0.01449, 0.09843, 0.1897, 0.1682, 0.03839, 0.1513, 0.4394, 0.105, 0.3478, 0.4206, 0.6401, 0.3531, 0.01918, 0.1568, 4.0, 4.0, 2.0, 1488.0, 2.892, 8.0, 9.0, 0.0961, 0.4368, 0.875, 0.1216, 0.004032, 0.09946, 0.9741, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4359.mid",31.0, 10.0, 41.0, 0.2052, 0.7397, 0.0551, 60.0, 5.306, 8.163, 3.497, -0.424, -0.5953, 1.932, 0.6772, 2.2, 0.8293, 7.0, 0.005516, 0.2907, 0.01103, 0.0513, 0.1848, 0.1969, 0.05019, 0.171, 0.4082, 0.1164, 0.2059, 0.2215, 0.8734, 0.1436, 0.01485, 0.09901, 2.0, 2.0, 1.0, 853.0, 1.568, 8.0, 8.0, 0.0, 0.3576, 0.8664, 0.2896, 0.02696, 0.0762, 1.416, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4360.mid",27.0, 10.0, 37.0, 0.2822, 0.6959, 0.02191, 58.0, 5.341, 8.198, 3.483, -0.4504, 0.2942, 1.936, 0.6928, 2.267, 0.8936, 7.0, 0.01498, 0.2614, 0.01691, 0.057, 0.2256, 0.142, 0.04638, 0.1971, 0.4797, 0.1324, 0.1835, 0.2004, 0.9632, 0.1437, 0.007186, 0.0994, 2.0, 2.0, 1.0, 776.0, 1.376, 8.0, 8.0, 0.0, 0.3763, 0.8028, 0.3814, 0.04253, 0.0683, 1.668, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4362.mid",21.0, 8.0, 34.0, 0.3226, 0.6774, 0.0, 57.0, 5.045, 7.852, 3.714, -0.6187, 0.03648, 2.28, 0.6584, 2.732, 0.8345, 3.0, 0.004494, 0.3753, 0.006742, 0.04719, 0.1933, 0.1326, 0.0427, 0.1753, 0.4157, 0.08273, 0.4146, 0.378, 1.022, 0.3087, 0.01342, 0.07383, 2.0, 2.0, 1.0, 155.0, 1.89, 7.0, 7.0, 0.0, 0.1097, 0.9355, 0.3484, 0.01935, 0.07742, 1.461, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4363.mid",21.0, 8.0, 34.0, 0.2389, 0.7611, 0.0, 58.0, 4.878, 7.942, 3.604, -0.6002, 0.7306, 2.25, 0.6112, 2.698, 0.7559, 7.0, 0.0, 0.2822, 0.006772, 0.08465, 0.2483, 0.1332, 0.02935, 0.1828, 0.5158, 0.07394, 0.2587, 0.3343, 0.7937, 0.2917, 0.01282, 0.08654, 2.0, 2.0, 1.0, 180.0, 2.093, 8.0, 8.0, 0.05556, 0.3389, 0.8556, 0.3, 0.005556, 0.06667, 1.303, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\4366.mid",19.0, 10.0, 27.0, 0.1409, 0.8591, 0.0, 59.0, 4.879, 5.377, 3.514, -0.2883, -0.1031, 2.004, 0.633, 2.283, 0.8296, 7.0, 0.01016, 0.3232, 0.01626, 0.05691, 0.2642, 0.1077, 0.04472, 0.1545, 0.4756, 0.1031, 0.1801, 0.2831, 0.5939, 0.1636, 0.0, 0.05909, 2.0, 2.0, 1.0, 149.0, 2.191, 8.0, 8.0, 0.2685, 0.6376, 0.6711, 0.2349, 0.02685, 0.1208, 1.05, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6383.mid",23.0, 9.0, 33.0, 0.2762, 0.7057, 0.01804, 58.0, 5.449, 7.955, 3.547, -0.01701, -0.4663, 2.323, 0.66, 2.769, 0.9057, 7.0, 0.002882, 0.3187, 0.01585, 0.07517, 0.2133, 0.1475, 0.02858, 0.1739, 0.4623, 0.07708, 0.3077, 0.4238, 1.462, 0.3188, 0.01805, 0.09323, 2.0, 2.0, 1.0, 887.0, 1.218, 7.0, 6.0, 0.0, 0.02706, 0.6663, 0.6753, 0.02255, 0.115, 2.282, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6395.mid",22.0, 9.0, 31.0, 0.2174, 0.764, 0.01863, 60.0, 5.708, 7.73, 3.547, 0.0458, -1.093, 2.033, 0.6085, 2.467, 0.9466, 0.0, 0.0, 0.2883, 0.003257, 0.1091, 0.1645, 0.1368, 0.03094, 0.2345, 0.5081, 0.07155, 0.2647, 0.2978, 1.429, 0.1681, 0.00885, 0.07522, 2.0, 2.0, 1.0, 161.0, 1.184, 6.0, 5.0, 0.0, 0.1615, 0.7578, 0.7081, 0.0, 0.02484, 2.087, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6396.mid",26.0, 10.0, 34.0, 0.2195, 0.7408, 0.03966, 60.0, 5.565, 8.117, 3.429, -0.5607, -1.255, 2.453, 0.7042, 2.923, 0.9213, 7.0, 0.003986, 0.2967, 0.01367, 0.08229, 0.1979, 0.176, 0.0373, 0.1577, 0.4419, 0.0934, 0.4204, 0.3278, 1.4, 0.3583, 0.04251, 0.169, 2.0, 2.0, 1.0, 706.0, 1.307, 7.0, 6.0, 0.0, 0.005666, 0.6997, 0.6742, 0.02691, 0.1006, 2.252, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6412.mid",22.0, 9.0, 29.0, 0.2528, 0.7472, 0.0, 59.0, 5.443, 7.154, 3.417, -0.1051, 0.3893, 2.052, 0.6538, 2.313, 0.7126, 7.0, 0.003802, 0.3093, 0.01394, 0.07351, 0.1952, 0.18, 0.04563, 0.147, 0.4183, 0.102, 0.2297, 0.2523, 1.487, 0.1967, 0.00831, 0.09141, 2.0, 2.0, 1.0, 451.0, 1.016, 5.0, 5.0, 0.0, 0.0, 0.6696, 0.6475, 0.02439, 0.09978, 2.282, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6413.mid",23.0, 10.0, 31.0, 0.2465, 0.7477, 0.005787, 59.0, 5.162, 7.4, 3.455, -0.03003, 0.1407, 2.081, 0.6968, 2.404, 0.8765, 7.0, 0.005673, 0.255, 0.02962, 0.1182, 0.1894, 0.1623, 0.05326, 0.161, 0.4712, 0.1256, 0.2382, 0.2075, 1.399, 0.2033, 0.02033, 0.1171, 2.0, 2.0, 1.0, 864.0, 1.131, 8.0, 8.0, 0.0, 0.06134, 0.7292, 0.6377, 0.01852, 0.06944, 2.138, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6416.mid",28.0, 11.0, 32.0, 0.2747, 0.6984, 0.02686, 59.0, 4.89, 7.72, 3.484, -0.2519, -0.09463, 2.323, 0.7175, 2.841, 1.028, 7.0, 0.009596, 0.324, 0.006854, 0.08202, 0.226, 0.1394, 0.02673, 0.1693, 0.4773, 0.06315, 0.3678, 0.3908, 1.576, 0.3977, 0.0165, 0.08911, 2.0, 2.0, 1.0, 819.0, 1.177, 7.0, 6.0, 0.0, 0.01465, 0.6459, 0.7216, 0.02198, 0.06716, 2.421, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6480.mid",26.0, 10.0, 32.0, 0.2476, 0.7381, 0.01429, 58.0, 4.9, 7.252, 3.579, -0.455, -0.08383, 2.151, 0.7132, 2.639, 1.07, 0.0, 0.004154, 0.2731, 0.01454, 0.0893, 0.1994, 0.1765, 0.02285, 0.2015, 0.4901, 0.06409, 0.3011, 0.2812, 1.569, 0.3206, 0.01394, 0.08362, 2.0, 2.0, 1.0, 210.0, 1.193, 7.0, 7.0, 0.0, 0.009524, 0.7429, 0.7143, 0.02857, 0.1, 2.217, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\6482.mid",20.0, 8.0, 29.0, 0.2329, 0.7671, 0.0, 58.0, 5.329, 6.646, 3.507, -0.5312, 0.2817, 2.217, 0.7447, 2.549, 0.9407, 7.0, 0.0, 0.2852, 0.01705, 0.09091, 0.1761, 0.1909, 0.06364, 0.1432, 0.4102, 0.1282, 0.2967, 0.3242, 1.227, 0.2323, 0.03226, 0.1258, 2.0, 2.0, 1.0, 249.0, 1.368, 7.0, 7.0, 0.0, 0.1044, 0.8072, 0.5663, 0.02811, 0.1205, 1.869, 1.0
