,Number_of_Pitches,Number_of_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Mean_Pitch,Mean_Pitch_Class,Pitch_Variability,Pitch_Class_Variability,Pitch_Skewness,Pitch_Class_Skewness,Average_Number_of_Simultaneous_Pitch_Classes,Variability_of_Number_of_Simultaneous_Pitch_Classes,Average_Number_of_Simultaneous_Pitches,Variability_of_Number_of_Simultaneous_Pitches,Most_Common_Vertical_Interval,Vertical_Minor_Seconds,Vertical_Thirds,Vertical_Tritones,Vertical_Perfect_Fourths,Vertical_Perfect_Fifths,Vertical_Sixths,Vertical_Sevenths,Vertical_Octaves,Perfect_Vertical_Intervals,Vertical_Dissonance_Ratio,Vertical_Minor_Third_Prevalence,Vertical_Major_Third_Prevalence,Chord_Duration,Standard_Triads,Diminished_and_Augmented_Triads,Non-Standard_Chords,Initial_Time_Signature_0,Initial_Time_Signature_1,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Mean_Rhythmic_Value,Number_of_Pitched_Instruments
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16986.mid",11.0, 7.0, 19.0, 0.1818, 0.8182, 0.0, 57.0, 4.788, 4.695, 3.363, -0.1549, -0.1892, 1.862, 0.5896, 2.081, 0.559, 7.0, 0.0, 0.3866, 0.0, 0.0632, 0.2751, 0.05948, 0.0223, 0.171, 0.5093, 0.04669, 0.2524, 0.2048, 2.14, 0.07643, 0.0, 0.07643, 2.0, 2.0, 1.0, 99.0, 0.8839, 6.0, 6.0, 0.0, 0.0404, 0.8182, 0.8687, 0.0, 0.0202, 2.207, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16987.mid",14.0, 9.0, 19.0, 0.3165, 0.6835, 0.0, 56.0, 4.754, 4.698, 3.599, -0.3721, -0.2054, 1.677, 0.5093, 2.037, 0.268, 0.0, 0.0, 0.2458, 0.0, 0.04655, 0.2775, 0.03911, 0.04469, 0.3296, 0.6536, 0.06548, 0.1301, 0.1382, 1.571, 0.03096, 0.0, 0.0, 4.0, 4.0, 3.0, 357.0, 1.417, 6.0, 6.0, 0.0, 0.2353, 0.8964, 0.4062, 0.0, 0.1092, 1.412, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16988.mid",15.0, 9.0, 24.0, 0.125, 0.875, 0.0, 60.0, 5.328, 5.296, 3.195, -0.5753, 0.3081, 1.617, 0.6287, 2.042, 0.4332, 0.0, 0.0, 0.2111, 0.0, 0.04092, 0.2095, 0.07201, 0.07201, 0.3666, 0.617, 0.1109, 0.0928, 0.1174, 1.25, 0.09155, 0.0, 0.05634, 4.0, 4.0, 3.0, 384.0, 1.422, 7.0, 7.0, 0.0, 0.3906, 0.8464, 0.3932, 0.01562, 0.1328, 1.423, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16989.mid",16.0, 8.0, 24.0, 0.1507, 0.8493, 0.0, 59.0, 5.062, 4.962, 3.457, -0.3685, 0.0535, 1.919, 0.6224, 2.116, 0.4837, 7.0, 0.0, 0.2607, 0.0, 0.08949, 0.3385, 0.1051, 0.03502, 0.1518, 0.5798, 0.05761, 0.2071, 0.1313, 1.3, 0.1457, 0.0, 0.0596, 2.0, 2.0, 1.0, 146.0, 1.352, 7.0, 7.0, 0.0, 0.2123, 0.9315, 0.4178, 0.006849, 0.04795, 1.442, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1699.mid",26.0, 10.0, 32.0, 0.276, 0.7018, 0.02214, 58.0, 5.401, 8.045, 3.511, -0.3749, -0.5117, 1.963, 0.6897, 2.254, 0.8112, 7.0, 0.01313, 0.2672, 0.01768, 0.0601, 0.2177, 0.1601, 0.05, 0.1742, 0.452, 0.1373, 0.1901, 0.2077, 0.9835, 0.1696, 0.007018, 0.09708, 2.0, 2.0, 1.0, 768.0, 1.352, 8.0, 8.0, 0.0, 0.3698, 0.793, 0.3841, 0.03776, 0.0599, 1.688, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16990.mid",16.0, 8.0, 24.0, 0.2909, 0.7091, 0.0, 57.0, 5.485, 6.138, 3.188, 0.4147, 0.4562, 1.708, 0.5021, 2.004, 0.3641, 0.0, 0.0, 0.3534, 0.0, 0.04947, 0.2438, 0.06714, 0.0106, 0.2756, 0.5689, 0.01071, 0.2045, 0.1667, 1.481, 0.03315, 0.0, 0.0, 2.0, 2.0, 1.0, 165.0, 1.213, 7.0, 7.0, 0.0, 0.1455, 0.9212, 0.5455, 0.006061, 0.04242, 1.615, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16991.mid",18.0, 9.0, 24.0, 0.2634, 0.7366, 0.0, 58.0, 4.615, 6.201, 3.405, -0.7127, -0.3396, 1.737, 0.5589, 1.974, 0.4975, 7.0, 0.0, 0.314, 0.006826, 0.01365, 0.273, 0.06143, 0.07167, 0.2184, 0.5051, 0.1357, 0.137, 0.1741, 1.012, 0.01622, 0.0, 0.04865, 2.0, 2.0, 1.0, 205.0, 1.34, 6.0, 6.0, 0.0, 0.3854, 0.922, 0.322, 0.0, 0.04878, 1.295, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16992.mid",17.0, 8.0, 24.0, 0.3062, 0.6938, 0.0, 57.0, 5.016, 5.765, 3.481, -0.2703, 0.01336, 1.685, 0.5136, 1.949, 0.3322, 0.0, 0.01049, 0.2308, 0.006993, 0.06294, 0.1643, 0.1434, 0.07692, 0.2692, 0.4965, 0.1486, 0.06849, 0.1575, 0.8413, 0.005181, 0.0, 0.03109, 2.0, 2.0, 1.0, 258.0, 1.654, 8.0, 7.0, 0.0, 0.4457, 0.9419, 0.1938, 0.003876, 0.04264, 1.107, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16993.mid",18.0, 9.0, 24.0, 0.2098, 0.7902, 0.0, 58.0, 5.044, 5.6, 3.275, 0.3868, 0.04021, 1.668, 0.5585, 1.955, 0.5451, 0.0, 0.003788, 0.25, 0.007576, 0.09091, 0.2045, 0.07576, 0.08333, 0.2652, 0.5606, 0.1282, 0.1189, 0.1107, 0.8815, 0.03947, 0.0, 0.03289, 2.0, 2.0, 1.0, 205.0, 1.653, 8.0, 7.0, 0.0, 0.5366, 0.9122, 0.2878, 0.004878, 0.06829, 1.183, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16994.mid",15.0, 8.0, 22.0, 0.2357, 0.7643, 0.0, 57.0, 4.72, 5.319, 3.364, -0.0467, -0.2499, 1.727, 0.5396, 1.995, 0.3263, 0.0, 0.0, 0.354, 0.004425, 0.03982, 0.208, 0.04425, 0.07522, 0.2566, 0.5044, 0.1078, 0.2315, 0.1389, 1.225, 0.01361, 0.0, 0.05442, 2.0, 2.0, 1.0, 157.0, 1.353, 6.0, 6.0, 0.0, 0.2484, 0.9427, 0.3885, 0.0, 0.01274, 1.376, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16995.mid",16.0, 9.0, 24.0, 0.07353, 0.9265, 0.0, 60.0, 5.054, 4.828, 3.469, 0.5087, 0.04664, 1.912, 0.6857, 2.14, 0.6379, 7.0, 0.002545, 0.2545, 0.01018, 0.09924, 0.2443, 0.1145, 0.08142, 0.1578, 0.5165, 0.1293, 0.1875, 0.1728, 1.044, 0.1313, 0.0, 0.1061, 2.0, 2.0, 1.0, 204.0, 1.5, 8.0, 8.0, 0.0, 0.2598, 0.8971, 0.3676, 0.02451, 0.06863, 1.475, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16996.mid",19.0, 10.0, 27.0, 0.3467, 0.6533, 0.0, 57.0, 5.213, 6.466, 3.286, 0.09897, 0.1948, 1.808, 0.5471, 2.164, 0.4686, 0.0, 0.001314, 0.2838, 0.007884, 0.08016, 0.2457, 0.05519, 0.03548, 0.2628, 0.5887, 0.0779, 0.1385, 0.2248, 1.29, 0.04878, 0.0, 0.0439, 2.0, 2.0, 1.0, 375.0, 1.339, 7.0, 7.0, 0.0, 0.1307, 0.88, 0.48, 0.008, 0.07467, 1.608, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16997.mid",20.0, 10.0, 29.0, 0.2876, 0.7124, 0.0, 58.0, 5.218, 6.439, 3.359, 0.09367, 0.1946, 1.815, 0.5644, 2.025, 0.5304, 7.0, 0.01528, 0.2712, 0.01266, 0.08865, 0.1934, 0.1485, 0.05939, 0.1817, 0.4638, 0.132, 0.159, 0.144, 1.02, 0.04251, 0.0, 0.04739, 4.0, 4.0, 2.0, 1363.0, 1.394, 8.0, 8.0, 0.0, 0.2223, 0.9244, 0.3962, 0.01834, 0.05356, 1.454, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16998.mid",22.0, 11.0, 29.0, 0.1659, 0.8341, 0.0, 59.0, 4.999, 5.79, 3.218, -0.08711, -0.001011, 1.849, 0.5652, 2.084, 0.4998, 7.0, 0.01035, 0.269, 0.009608, 0.06208, 0.204, 0.1641, 0.06874, 0.1877, 0.4538, 0.1275, 0.179, 0.1308, 0.9153, 0.05774, 0.007371, 0.06265, 2.0, 2.0, 2.0, 922.0, 1.711, 7.0, 7.0, 0.0, 0.4132, 0.9382, 0.3156, 0.006508, 0.08134, 1.225, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\16999.mid",18.0, 10.0, 24.0, 0.2696, 0.7304, 0.0, 57.0, 4.422, 5.607, 3.205, -0.1931, -0.5413, 1.802, 0.5105, 1.986, 0.4204, 7.0, 0.005764, 0.3473, 0.004323, 0.06196, 0.2118, 0.1398, 0.05187, 0.1729, 0.4467, 0.07099, 0.1892, 0.1692, 1.184, 0.04713, 0.0, 0.02049, 2.0, 2.0, 1.0, 460.0, 1.402, 7.0, 7.0, 0.0, 0.1739, 0.9304, 0.3913, 0.002174, 0.05652, 1.407, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1700.mid",31.0, 11.0, 36.0, 0.2049, 0.7397, 0.05536, 60.0, 5.351, 8.141, 3.498, -0.4163, -0.5566, 1.924, 0.6771, 2.176, 0.7973, 7.0, 0.004582, 0.2915, 0.01375, 0.05441, 0.1793, 0.1993, 0.04926, 0.1661, 0.4009, 0.1214, 0.1987, 0.2115, 0.8752, 0.1453, 0.01491, 0.09689, 2.0, 2.0, 1.0, 849.0, 1.555, 8.0, 8.0, 0.0, 0.3592, 0.8669, 0.2956, 0.02356, 0.07303, 1.412, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17000.mid",17.0, 8.0, 26.0, 0.265, 0.735, 0.0, 60.0, 4.521, 6.983, 3.313, 0.003672, -0.4334, 2.129, 0.6763, 2.75, 0.433, 0.0, 0.003448, 0.2862, 0.0, 0.05517, 0.2345, 0.1069, 0.02069, 0.269, 0.5586, 0.05072, 0.1724, 0.3707, 1.072, 0.2812, 0.0, 0.08333, 4.0, 4.0, 1.0, 117.0, 1.828, 6.0, 6.0, 0.0, 0.2222, 0.9573, 0.3932, 0.0, 0.04274, 1.363, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17001.mid",19.0, 10.0, 26.0, 0.3333, 0.6667, 0.0, 58.0, 5.359, 7.398, 3.438, 0.1456, 0.3133, 2.256, 0.6392, 2.673, 0.568, 7.0, 0.002674, 0.3449, 0.01604, 0.03476, 0.2487, 0.1203, 0.02674, 0.1872, 0.4706, 0.06857, 0.2244, 0.4295, 1.081, 0.3094, 0.01439, 0.1007, 2.0, 2.0, 1.0, 156.0, 1.95, 6.0, 6.0, 0.0, 0.2051, 0.9359, 0.3269, 0.0, 0.02564, 1.337, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17002.mid",19.0, 9.0, 27.0, 0.3952, 0.6048, 0.0, 56.0, 5.305, 7.199, 3.347, -0.2221, 0.2737, 2.011, 0.6013, 2.537, 0.6472, 0.0, 0.002463, 0.2759, 0.0, 0.02463, 0.1921, 0.1872, 0.02217, 0.2759, 0.4926, 0.04639, 0.2234, 0.2766, 1.144, 0.1274, 0.0, 0.05732, 2.0, 2.0, 1.0, 167.0, 1.74, 6.0, 6.0, 0.0, 0.1377, 0.9222, 0.3713, 0.0, 0.0479, 1.428, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17003.mid",20.0, 9.0, 31.0, 0.2329, 0.7534, 0.0137, 59.0, 5.884, 7.576, 3.581, 0.7133, -0.9354, 2.271, 0.6307, 2.857, 0.4238, 7.0, 0.007812, 0.3125, 0.002604, 0.03906, 0.2422, 0.1354, 0.01562, 0.237, 0.5182, 0.03504, 0.2571, 0.4357, 1.184, 0.3543, 0.0, 0.03937, 3.0, 4.0, 1.0, 146.0, 2.028, 5.0, 4.0, 0.0, 0.1233, 0.9384, 0.3699, 0.0, 0.06164, 1.37, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17004.mid",21.0, 10.0, 29.0, 0.2047, 0.7953, 0.0, 60.0, 5.862, 7.095, 3.28, -0.2214, -1.041, 2.181, 0.7089, 2.73, 0.4821, 0.0, 0.0, 0.2661, 0.01429, 0.03036, 0.2161, 0.1339, 0.04107, 0.2714, 0.5179, 0.08949, 0.3009, 0.2478, 0.8734, 0.2581, 0.03226, 0.1774, 4.0, 4.0, 1.0, 254.0, 2.117, 6.0, 6.0, 0.0, 0.3425, 0.9646, 0.311, 0.0, 0.0315, 1.215, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17005.mid",21.0, 9.0, 29.0, 0.3376, 0.6624, 0.0, 57.0, 5.443, 7.645, 3.333, -0.09935, 0.3987, 2.148, 0.6356, 2.778, 0.4681, 0.0, 0.005386, 0.3321, 0.01257, 0.03411, 0.1382, 0.1329, 0.04129, 0.2855, 0.4578, 0.08366, 0.3519, 0.2917, 0.9127, 0.2151, 0.02688, 0.1183, 2.0, 2.0, 1.0, 237.0, 2.043, 6.0, 6.0, 0.0, 0.3038, 0.9451, 0.3207, 0.0, 0.02532, 1.266, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17006.mid",18.0, 9.0, 27.0, 0.2883, 0.7117, 0.0, 59.0, 5.766, 7.186, 3.251, -0.346, -0.2161, 2.243, 0.6316, 2.799, 0.4343, 7.0, 0.0, 0.2844, 0.005367, 0.06619, 0.2379, 0.1109, 0.03757, 0.2308, 0.5349, 0.075, 0.1168, 0.4579, 0.9528, 0.2618, 0.0, 0.1309, 2.0, 2.0, 1.0, 222.0, 1.914, 6.0, 6.0, 0.0, 0.3694, 0.9234, 0.3784, 0.0, 0.03604, 1.351, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17007.mid",20.0, 10.0, 27.0, 0.3358, 0.6642, 0.0, 57.0, 5.5, 7.551, 3.372, -0.1334, 0.4449, 2.224, 0.5546, 2.735, 0.5051, 7.0, 0.003448, 0.3164, 0.006034, 0.02845, 0.2578, 0.1276, 0.0319, 0.2078, 0.494, 0.06618, 0.319, 0.3147, 0.8319, 0.2059, 0.0, 0.08467, 2.0, 2.0, 1.0, 268.0, 2.233, 7.0, 7.0, 0.1045, 0.347, 0.8545, 0.3022, 0.0, 0.02239, 1.185, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17008.mid",23.0, 11.0, 29.0, 0.2151, 0.7849, 0.0, 59.0, 6.049, 7.135, 3.191, -0.02615, -0.8942, 2.123, 0.6618, 2.483, 0.6971, 0.0, 0.009341, 0.3566, 0.003297, 0.05879, 0.1885, 0.1346, 0.04066, 0.1885, 0.4368, 0.07756, 0.3452, 0.2878, 0.6367, 0.2554, 0.0, 0.05299, 2.0, 2.0, 1.0, 595.0, 2.729, 8.0, 9.0, 0.1899, 0.4571, 0.7798, 0.1294, 0.001681, 0.05546, 0.9126, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17009.mid",21.0, 10.0, 29.0, 0.1835, 0.7937, 0.02282, 61.0, 5.25, 6.954, 3.393, -0.3903, 0.221, 2.284, 0.6086, 2.813, 0.5889, 0.0, 0.004084, 0.3373, 0.006005, 0.06366, 0.1931, 0.1337, 0.03087, 0.2043, 0.4611, 0.07294, 0.3102, 0.3973, 0.7509, 0.2603, 0.01129, 0.1044, 3.0, 2.0, 1.0, 1008.0, 2.625, 9.0, 10.0, 0.1468, 0.3423, 0.8323, 0.2173, 0.005952, 0.03274, 1.068, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1701.mid",22.0, 9.0, 31.0, 0.2765, 0.7089, 0.01455, 59.0, 5.185, 7.516, 3.539, -0.3004, 0.1569, 2.522, 0.734, 3.047, 0.9369, 4.0, 0.004135, 0.3377, 0.006892, 0.09304, 0.193, 0.1509, 0.03239, 0.1502, 0.4363, 0.08122, 0.3897, 0.5294, 0.8102, 0.4397, 0.0134, 0.1475, 2.0, 2.0, 1.0, 481.0, 2.358, 8.0, 8.0, 0.0, 0.2682, 0.9148, 0.289, 0.006237, 0.1019, 1.3, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17010.mid",19.0, 9.0, 28.0, 0.2097, 0.7796, 0.01075, 61.0, 5.782, 7.353, 3.402, -0.5495, 0.6899, 2.309, 0.6674, 2.724, 0.5883, 4.0, 0.001814, 0.3428, 0.00786, 0.06167, 0.2044, 0.1318, 0.03507, 0.1826, 0.4486, 0.08317, 0.2942, 0.4131, 0.8174, 0.3, 0.00678, 0.139, 2.0, 2.0, 1.0, 372.0, 2.268, 8.0, 8.0, 0.1747, 0.3253, 0.7769, 0.3226, 0.008065, 0.05645, 1.213, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17011.mid",21.0, 10.0, 29.0, 0.2582, 0.7418, 0.0, 59.0, 5.174, 6.716, 3.351, -0.432, 0.1555, 2.375, 0.6292, 2.659, 0.6002, 3.0, 0.008734, 0.4301, 0.002183, 0.05568, 0.1747, 0.1332, 0.05349, 0.119, 0.3493, 0.09569, 0.4557, 0.3411, 0.7716, 0.3626, 0.0, 0.1331, 2.0, 2.0, 1.0, 213.0, 2.219, 8.0, 8.0, 0.05164, 0.3944, 0.8592, 0.2347, 0.01408, 0.1362, 1.229, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17012.mid",23.0, 10.0, 31.0, 0.2979, 0.6979, 0.004255, 58.0, 5.332, 7.301, 3.569, -0.02098, 0.279, 2.299, 0.5496, 2.706, 0.5307, 3.0, 0.003781, 0.4735, 0.02836, 0.03308, 0.1314, 0.1181, 0.02552, 0.1739, 0.3384, 0.0752, 0.4259, 0.4329, 0.9127, 0.2209, 0.07282, 0.1408, 2.0, 2.0, 1.0, 235.0, 2.176, 6.0, 6.0, 0.01277, 0.1489, 0.9787, 0.3106, 0.0, 0.01277, 1.244, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17013.mid",22.0, 10.0, 27.0, 0.2594, 0.7406, 0.0, 58.0, 5.764, 6.865, 3.519, 0.004123, -1.054, 2.112, 0.6098, 2.372, 0.5624, 3.0, 0.0, 0.3495, 0.002315, 0.03935, 0.1296, 0.2361, 0.05787, 0.1644, 0.3333, 0.08816, 0.2769, 0.281, 1.059, 0.2584, 0.0, 0.02871, 2.0, 2.0, 1.0, 212.0, 1.738, 7.0, 7.0, 0.0, 0.2406, 0.9387, 0.3443, 0.009434, 0.01887, 1.363, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17014.mid",18.0, 9.0, 25.0, 0.3274, 0.6726, 0.0, 58.0, 5.049, 6.914, 3.32, 0.2016, 0.04398, 2.311, 0.4685, 2.63, 0.5135, 3.0, 0.004484, 0.4025, 0.0, 0.0639, 0.1839, 0.1435, 0.04709, 0.1401, 0.3879, 0.07083, 0.3265, 0.3852, 0.8474, 0.2327, 0.0, 0.08184, 2.0, 2.0, 2.0, 226.0, 2.306, 7.0, 7.0, 0.03097, 0.2212, 0.9292, 0.1903, 0.0, 0.0531, 1.145, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17015.mid",17.0, 9.0, 28.0, 0.2246, 0.7754, 0.0, 61.0, 5.07, 6.699, 3.274, -1.139, 0.06432, 2.507, 0.5431, 2.855, 0.3716, 7.0, 0.0, 0.2312, 0.007006, 0.09554, 0.3325, 0.151, 0.02803, 0.128, 0.5561, 0.06585, 0.2111, 0.372, 1.078, 0.4109, 0.0, 0.1217, 4.0, 4.0, 3.0, 641.0, 2.158, 6.0, 6.0, 0.0, 0.3151, 0.9548, 0.3339, 0.0, 0.1529, 1.287, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17016.mid",15.0, 8.0, 24.0, 0.2903, 0.7097, 0.0, 59.0, 5.419, 6.756, 3.281, -0.3868, 0.3834, 2.388, 0.5294, 2.951, 0.3153, 7.0, 0.0, 0.2462, 0.008332, 0.07498, 0.2312, 0.2114, 0.02166, 0.192, 0.4982, 0.0462, 0.07805, 0.5744, 0.9216, 0.3178, 0.0, 0.1009, 2.0, 2.0, 2.0, 496.0, 2.318, 8.0, 9.0, 0.03427, 0.2298, 0.9536, 0.3246, 0.0, 0.0121, 1.22, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17017.mid",21.0, 8.0, 36.0, 0.2354, 0.7405, 0.02405, 60.0, 5.4, 8.067, 3.336, 0.1374, 0.36, 2.045, 0.6992, 2.825, 0.5037, 0.0, 0.003026, 0.2044, 0.003026, 0.03194, 0.2408, 0.09987, 0.03531, 0.3514, 0.6241, 0.07715, 0.1836, 0.27, 1.033, 0.2386, 0.0, 0.1064, 4.0, 4.0, 3.0, 582.0, 2.071, 8.0, 8.0, 0.04124, 0.2835, 0.8729, 0.3677, 0.005155, 0.08076, 1.343, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17018.mid",17.0, 9.0, 29.0, 0.2116, 0.7884, 0.0, 60.0, 4.116, 7.689, 3.524, -0.6552, 0.099, 1.891, 0.7306, 2.768, 0.4495, 0.0, 0.002336, 0.2671, 0.0, 0.04751, 0.1332, 0.04595, 0.04673, 0.4385, 0.6192, 0.07268, 0.1071, 0.377, 1.227, 0.2507, 0.0, 0.07375, 4.0, 4.0, 3.0, 430.0, 1.641, 7.0, 7.0, 0.0, 0.2977, 0.8047, 0.4698, 0.02093, 0.1651, 1.637, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17019.mid",20.0, 9.0, 29.0, 0.2177, 0.7823, 0.0, 59.0, 4.66, 7.366, 3.589, -0.3364, -0.2839, 2.695, 0.6698, 4.036, 1.331, 0.0, 5.362E-4, 0.2046, 0.006434, 0.185, 0.2233, 0.1153, 0.01957, 0.2292, 0.6375, 0.04453, 0.3195, 0.6053, 1.145, 0.5225, 0.003914, 0.1272, 4.0, 4.0, 3.0, 689.0, 2.487, 7.0, 7.0, 0.0, 0.3164, 0.8345, 0.4209, 0.02903, 0.1872, 1.561, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1702.mid",26.0, 10.0, 32.0, 0.2296, 0.7315, 0.03889, 59.0, 5.224, 7.987, 3.619, -0.1996, -0.6433, 2.429, 0.6222, 2.89, 0.7534, 7.0, 0.005004, 0.3395, 0.01358, 0.07934, 0.1773, 0.1808, 0.02573, 0.1615, 0.4182, 0.0655, 0.4418, 0.4159, 0.8663, 0.3529, 0.03167, 0.1154, 2.0, 2.0, 1.0, 540.0, 2.328, 7.0, 7.0, 0.0, 0.2093, 0.9389, 0.2222, 0.003704, 0.08704, 1.247, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17020.mid",13.0, 7.0, 24.0, 0.2593, 0.7407, 0.0, 60.0, 5.267, 7.092, 3.362, -0.5358, 0.2379, 2.623, 0.5869, 3.966, 1.173, 0.0, 0.0, 0.268, 0.0, 0.1554, 0.1658, 0.1762, 0.002086, 0.2294, 0.5506, 0.005241, 0.3151, 0.6712, 1.62, 0.6884, 0.0, 0.02899, 3.0, 4.0, 1.0, 270.0, 3.6, 5.0, 5.0, 0.0, 0.3667, 0.9815, 0.2, 0.0, 0.1, 1.076, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17021.mid",16.0, 8.0, 27.0, 0.2605, 0.7395, 0.0, 58.0, 4.854, 6.583, 3.299, -0.7562, -0.1325, 2.772, 0.5477, 4.283, 0.952, 0.0, 0.0, 0.3235, 0.0, 0.1189, 0.1963, 0.1484, 0.004608, 0.2055, 0.5207, 0.007428, 0.7586, 0.6276, 1.856, 0.7842, 0.0, 0.02158, 3.0, 4.0, 1.0, 549.0, 3.735, 5.0, 5.0, 0.0, 0.3206, 0.9781, 0.2332, 0.0, 0.09836, 1.133, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17022.mid",17.0, 9.0, 24.0, 0.2294, 0.7706, 0.0, 59.0, 5.212, 6.178, 3.289, -0.2457, 0.1931, 1.958, 0.6845, 2.155, 0.7237, 4.0, 0.01976, 0.4111, 0.05534, 0.06719, 0.1107, 0.1304, 0.05138, 0.1304, 0.3083, 0.1767, 0.25, 0.244, 0.6803, 0.144, 0.096, 0.144, 2.0, 2.0, 1.0, 170.0, 2.024, 7.0, 7.0, 0.0, 0.5647, 0.9412, 0.2353, 0.005882, 0.04706, 1.076, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\17024.mid",20.0, 10.0, 29.0, 0.2932, 0.7068, 0.0, 58.0, 4.984, 6.919, 3.219, -0.1566, -0.01464, 2.064, 0.6917, 2.529, 0.5219, 0.0, 0.0, 0.2753, 0.002809, 0.06742, 0.2303, 0.1208, 0.0309, 0.2472, 0.5449, 0.06269, 0.2035, 0.2849, 0.9222, 0.2574, 0.0, 0.08824, 2.0, 2.0, 1.0, 191.0, 2.195, 7.0, 6.0, 0.0, 0.288, 0.9686, 0.2199, 0.005236, 0.01047, 1.144, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1703.mid",29.0, 11.0, 34.0, 0.2075, 0.7621, 0.03041, 61.0, 5.174, 7.365, 3.466, -0.3206, 0.1502, 2.485, 0.7191, 3.033, 0.9832, 4.0, 0.005197, 0.3308, 0.01299, 0.09782, 0.1898, 0.1487, 0.03035, 0.1588, 0.449, 0.07707, 0.3949, 0.5047, 0.6293, 0.4144, 0.01311, 0.142, 2.0, 2.0, 1.0, 1118.0, 2.973, 9.0, 10.0, 0.1386, 0.3578, 0.8345, 0.1673, 0.00805, 0.07335, 1.028, 1.0
"C:\Users\jakob\Desktop\lute_music_project\data\mid_files\1704.mid",21.0, 8.0, 32.0, 0.2084, 0.7768, 0.01474, 60.0, 5.225, 6.927, 3.473, 0.1951, 0.1946, 2.207, 0.7247, 2.536, 0.9194, 7.0, 0.008393, 0.3016, 0.009592, 0.1139, 0.1972, 0.1727, 0.02398, 0.1403, 0.4514, 0.08031, 0.2741, 0.3608, 0.5526, 0.3046, 0.01692, 0.09983, 2.0, 2.0, 1.0, 475.0, 2.699, 8.0, 9.0, 0.2042, 0.4968, 0.7495, 0.1347, 0.008421, 0.07789, 0.9479, 1.0
